idx,input,output
928,"52-0, 100% office Jangseong 2-gil, Yeosu-si, 전라남도",전라남도 여수시 장성2길 52-0 (쌍봉동)
929,"노크 x 경상북도,(금호읍),영천시,Geoyeo-ro,388-19",경상북도 영천시 거여로 388-19 (금호읍)
930,100% OFFICE 65-5  Gyeongsan-si 경상북도,경상북도 경산시 육동로 65-5 (용성면)
931,"이음& Geumdang-gil, 60-0, 충청남도, Seocheon-gun",충청남도 서천군 금당길 60-0 (화양면)
932,", 106-0, 서금길2길, 영광군, Jeollanam-do, (군서면)",전라남도 영광군 서금길2길 106-0 (군서면)
933,"걸미로, 658-8, 경기도, 안성시",경기도 안성시 걸미로 658-8 (죽산면)
934, 12-1 문앞 Yeongcheon-si Gyeongsangbuk-do,경상북도 영천시 능계2길 12-1 (화남면)
935,", 3-19, *^^* 장유로323번길, Gimhae-si, Gyeongsangnam-do, (장유1동)",경상남도 김해시 장유로323번길 3-19 (장유1동)
936,"공주시,109-22,Woreun-gil",충청남도 공주시 월은길 109-22 (사곡면)
937,"38-0, 지하&상가 Wonoil-gil, 화성시, Gyeonggi-do",경기도 화성시 원오일길 38-0 (정남면)
938, 581-9 생삼로 충청북도 (금왕읍),충청북도 음성군 생삼로 581-9 (금왕읍)
939,"문 앞에 놔주세요 396-5, 장지산로, Paju-si, 경기도",경기도 파주시 장지산로 396-5 (광탄면)
940, 414-37 Taean-gun Chungcheongnam-do,충청남도 태안군 송암로 414-37 (태안읍)
941, 48-8 Gimje-si Jeollabuk-do,전라북도 김제시 대청3길 48-8 (청하면)
942, 18-23 보성군 Suyeong Tax Office Building파란건물 전라남도,전라남도 보성군 박석길 18-23 (벌교읍)
943,"Seongji-ro 9-gil,36-19,,영광군,Jeollanam-do,(백수읍) 노크 x",전라남도 영광군 성지로9길 36-19 (백수읍)
944,"시리미로93번길,16-2,,Ganghwa-gun,인천광역시,(선원면)",인천광역시 강화군 시리미로93번길 16-2 (선원면)
945,서울특별시-13-0-학동로31길-Gangnam-gu-서울특별시,서울특별시 강남구 학동로31길 13-0 (논현2동)
946,"전라남도,(창평면),담양군,신기길,31-0",전라남도 담양군 신기길 31-0 (창평면)
947,"평택시,19-16,부용로31번길",경기도 평택시 부용로31번길 19-16 (팽성읍)
948, 185-21 용호로 Gyeongsangbuk-do (조마면),경상북도 김천시 용호로 185-21 (조마면)
949,"신동길, 115-0, 전라남도, 함평군 Republic of Korea",전라남도 함평군 신동길 115-0 (손불면)
950,"경상남도,(영현면),고성군,고봉로,466-37",경상남도 고성군 고봉로 466-37 (영현면)
951,"강원특별자치도, Gangneung-si, , 235-14, (주문진읍)",강원특별자치도 강릉시 연주로 235-14 (주문진읍)
952,Jeollanam-do-107-0-Bangchun-gil-해남군-Jeollanam-do,전라남도 해남군 방춘길 107-0 (계곡면)
953, 10-0 고법4길 Gyeongsangnam-do (청도면),경상남도 밀양시 고법4길 10-0 (청도면)
954,"61-0, Naengnim-ro, 상주시, 아이가 자고 있어요. Gyeongsangbuk-do",경상북도 상주시 냉림로 61-0 (계림동)
955,"산청군,16-0,중촌갈전로303번길",경상남도 산청군 중촌갈전로303번길 16-0 (신안면)
956, 6-0 Goseong-gun Gangwon-do,강원특별자치도 고성군 송죽2길 6-0 (거진읍)
957,"Nonsan-si,5-0,해월로180번길",충청남도 논산시 해월로180번길 5-0 (취암동)
958,"9-0, Nosan 2-gil, 청도군, 경상북도",경상북도 청도군 노산2길 9-0 (화양읍)
959, 30-0 안양시 만안구 경기도,경기도 안양시 만안구 충훈로72번길 30-0 (석수3동)
960,Gyeonggi-do-화성시-천등길-110-21-(송산면),경기도 화성시 천등길 110-21 (송산면)
961,"100% office 전라북도, Muju-gun, , 22-0, (무주읍)",전라북도 무주군 단천로5길 22-0 (무주읍)
962,"Gangwon-do,47-4,고싯골길,Yeongwol-gun,Gangwon-do",강원특별자치도 영월군 고싯골길 47-4 (남면)
963,"99-2, 진영로, Gimhae-si, Gyeongsangnam-do",경상남도 김해시 진영로 99-2 (진영읍)
964,"문앞 Chungcheongnam-do,(둔포면),Asan-si,Jangyoungsil-ro,836-53",충청남도 아산시 장영실로 836-53 (둔포면)
965,"100% 30-0, 모현2길, Jangseong-gun, 전라남도",전라남도 장성군 모현2길 30-0 (북이면)
966,Jeollanam-do-140-5-중앙길-Hampyeong-gun-Jeollanam-do 100% OFFICE,전라남도 함평군 중앙길 140-5 (함평읍)
967,"의곡길, 12-0, Gyeongsangnam-do, Jinju-si",경상남도 진주시 의곡길 12-0 (중앙동)
968,37-0  Yangpyeong-gun Gyeonggi-do $달러샵$,경기도 양평군 오리개길37번길 37-0 (서종면)
969,", 100-0, 진황도로, 강동구, 서울특별시, (길동)",서울특별시 강동구 진황도로 100-0 (길동)
970,Gyeongsangnam-do-1097-0-진양로-하동군-Gyeongsangnam-do,경상남도 하동군 진양로 1097-0 (양보면)
971,"전라북도,161-43,홍해송천길,Buan-gun,전라북도 Republic of Korea",전라북도 부안군 홍해송천길 161-43 (행안면)
972,"고암성산대로,11-0,,창녕군,경상남도,(고암면)",경상남도 창녕군 고암성산대로 11-0 (고암면)
973,"Busan, Haeundae-gu, Suseo Police Station , 29-0, (중제1동)",부산광역시 해운대구 중동1로19번길 29-0 (중제1동)
974," 94-133 Giheung-gu, Yongin-si Gyeonggi-do",경기도 용인시 기흥구 동백2로 94-133 (동백2동)
975,"7-0, 장서로433번길, 서천군, Chungcheongnam-do",충청남도 서천군 장서로433번길 7-0 (마서면)
976,", 1881-0, A동 고흥로, Goheung-gun, Jeollanam-do, (고흥읍)",전라남도 고흥군 고흥로 1881-0 (고흥읍)
977,Seoul-204-0-Hangeulbiseok-ro-노원구-Seoul ^,서울특별시 노원구 한글비석로 204-0 (하계1동)
978,"동소문로40길,2-0,,Seongbuk-gu,Seoul,(길음제2동)",서울특별시 성북구 동소문로40길 2-0 (길음제2동)
979,"61-0, 보개원삼로, 안성시, 경기도",경기도 안성시 보개원삼로 61-0 (안성1동)
980,"Jeollabuk-do,18-0,나루세길,Iksan-si,Jeollabuk-do",전라북도 익산시 나루세길 18-0 (웅포면)
981,Gyeongsangbuk-do-상주시-신봉4길-40-0-(신흥동),경상북도 상주시 신봉4길 40-0 (신흥동)
982,"경상남도,(가야면),합천군,Jukjeon 1-gil,74-33",경상남도 합천군 죽전1길 74-33 (가야면)
983,"이음& Buyeo-gun,71-9,Manggae-ro",충청남도 부여군 망개로 71-9 (세도면)
984,"전라남도,(진도읍),Jindo-gun,동외3길,35-0 아이가 자고 있어요.",전라남도 진도군 동외3길 35-0 (진도읍)
985,Daegu-56-3-Seongdang-ro-Nam-gu-Daegu,대구광역시 남구 성당로 56-3 (대명10동)
986,"33-20, , 100% office 송운길, 영월군, Gangwon-do",강원특별자치도 영월군 송운길 33-20 (산솔면)
987,"Bongnam 3-gil,71-22,,평택시,경기도,(진위면)",경기도 평택시 봉남3길 71-22 (진위면)
988,"Waon-gil,30-0,,Suncheon-si,전라남도,(해룡면)",전라남도 순천시 와온길 30-0 (해룡면)
989,"전라남도, 고흥군, 노크 x , 7-7, (남양면)",전라남도 고흥군 하와길 7-7 (남양면)
990,"경기도,80-0,율마로223번길,김포시,경기도 김&장",경기도 김포시 율마로223번길 80-0 (통진읍)
991,"Republic of Korea Uiseong-gun,48-3,신락3길",경상북도 의성군 신락3길 48-3 (다인면)
992,"Chungcheongnam-do,17-0,Pogyodang-gil,공주시,Chungcheongnam-do",충청남도 공주시 포교당길 17-0 (중학동)
993, 24-0 Seollim 3-gil Jeollabuk-do (소룡동),전라북도 군산시 설림3길 24-0 (소룡동)
994,"Gyeonggi-do, Guri-si, 지하&상가 , 56-9, (교문1동)",경기도 구리시 경춘로20번길 56-9 (교문1동)
995,"6-3, Chilseong-ro 10an-gil, Republic of Korea 제천시, 충청북도",충청북도 제천시 칠성로10안길 6-3 (중앙동)
996,"금산군,115-0,Naebu 1-gil",충청남도 금산군 내부1길 115-0 (군북면)
997, 95-13 Tongyeong-si 경상남도,경상남도 통영시 평촌1길 95-13 (도산면)
998,", 80-16, Nambusunhwan-ro 315-gil, Seocho-gu, Seoul, (서초3동)",서울특별시 서초구 남부순환로315길 80-16 (서초3동)
999,"48-0, Hajeong-ro, Dongdaemun-gu, Seoul",서울특별시 동대문구 하정로 48-0 (용신동)
